list-none-none,1,10,1,30,91042,3034
list-none-none,1,100,1,300,115418,384
list-none-none,1,1000,1,3000,3802062,1267
list-none-none,1,10000,1,30000,665042025,22168
list-none-none,1,20000,1,60000,-659394767,60592
list-none-none,2,10,1,60,116394,1939
list-none-none,2,100,1,600,627327,1045
list-none-none,2,1000,1,6000,36086524,6014
list-none-none,4,10,1,120,176464,1470
list-none-none,4,100,1,1200,927254,772
list-none-none,4,1000,1,12000,47916495,3993
list-none-none,8,10,1,240,241637,1006
list-none-none,8,100,1,2400,3114293,1297
list-none-none,8,1000,1,24000,63222898,2634
list-none-none,12,10,1,360,414372,1151
list-none-none,12,100,1,3600,5460486,1516
list-none-none,12,1000,1,36000,107077945,2974
list-i-none,2,2,1,12,119683,9973
list-i-none,2,4,1,24,112610,4692
list-i-none,2,8,1,48,94878,1976
list-i-none,2,16,1,96,143712,1497
list-i-none,2,32,1,192,206335,1074
list-i-none,4,2,1,24,151771,6323
list-i-none,4,4,1,48,169512,3531
list-i-none,4,8,1,96,164749,1716
list-i-none,4,16,1,192,203003,1057
list-i-none,8,2,1,48,208383,4341
list-i-none,8,4,1,96,247711,2580
list-i-none,8,8,1,192,306890,1598
list-i-none,8,16,1,384,281692,733
list-i-none,12,2,1,72,325033,4514
list-i-none,12,4,1,144,335656,2330
list-i-none,12,8,1,288,291671,1012
list-i-none,12,16,1,576,359058,623
list-d-none,2,2,1,12,138892,11574
list-d-none,2,4,1,24,159318,6638
list-d-none,2,8,1,48,69120,1440
list-d-none,2,16,1,96,111633,1162
list-d-none,2,32,1,192,103588,539
list-d-none,4,2,1,24,149490,6228
list-d-none,4,4,1,48,162070,3376
list-d-none,4,8,1,96,128401,1337
list-d-none,4,16,1,192,190663,993
list-d-none,8,2,1,48,238238,4963
list-d-none,8,4,1,96,284091,2959
list-d-none,8,8,1,192,197713,1029
list-d-none,8,16,1,384,363112,945
list-d-none,12,2,1,72,307591,4272
list-d-none,12,4,1,144,263634,1830
list-d-none,12,8,1,288,303997,1055
list-d-none,12,16,1,576,353250,613
list-il-none,2,2,1,12,169412,14117
list-il-none,2,4,1,24,109216,4550
list-il-none,2,8,1,48,122856,2559
list-il-none,2,16,1,96,153886,1602
list-il-none,2,32,1,192,323188,1683
list-il-none,4,2,1,24,179048,7460
list-il-none,4,4,1,48,144477,3009
list-il-none,4,8,1,96,122386,1274
list-il-none,4,16,1,192,258416,1345
list-il-none,8,2,1,48,277649,5784
list-il-none,8,4,1,96,212037,2208
list-il-none,8,8,1,192,261655,1362
list-il-none,8,16,1,384,462079,1203
list-il-none,12,2,1,72,313447,4353
list-il-none,12,4,1,144,340669,2365
list-il-none,12,8,1,288,320548,1113
list-il-none,12,16,1,576,601593,1044
list-dl-none,2,2,1,12,73817,6151
list-dl-none,2,4,1,24,108661,4527
list-dl-none,2,8,1,48,162457,3384
list-dl-none,2,16,1,96,151821,1581
list-dl-none,2,32,1,192,255813,1332
list-dl-none,4,2,1,24,179645,7485
list-dl-none,4,4,1,48,97689,2035
list-dl-none,4,8,1,96,164524,1713
list-dl-none,4,16,1,192,182203,948
list-dl-none,8,2,1,48,223428,4654
list-dl-none,8,4,1,96,225023,2343
list-dl-none,8,8,1,192,248449,1294
list-dl-none,8,16,1,384,379083,987
list-dl-none,12,2,1,72,334182,4641
list-dl-none,12,4,1,144,334513,2323
list-dl-none,12,8,1,288,344001,1194
list-dl-none,12,16,1,576,596224,1035
list-i-m,12,32,1,1152,2082250,1807
list-d-m,12,32,1,1152,2059218,1787
list-il-m,12,32,1,1152,7351231,6381
list-dl-m,12,32,1,1152,7975692,6923
list-i-s,12,32,1,1152,1467380,1273
list-d-s,12,32,1,1152,1560731,1354
list-il-s,12,32,1,1152,9411490,8169
list-dl-s,12,32,1,1152,8525609,7400
list-none-none,1,1000,1,3000,3782846,1260
list-none-m,1,1000,1,3000,3856859,1285
list-none-m,2,1000,1,6000,23087162,3847
list-none-m,4,1000,1,12000,93492451,7791
list-none-m,8,1000,1,24000,404101386,16837
list-none-m,12,1000,1,36000,813651073,22601
list-none-m,16,1000,1,48000,1741233436,36275
list-none-m,24,1000,1,72000,-631779469,50877
list-none-s,1,1000,1,3000,3929518,1309
list-none-s,2,1000,1,6000,13741747,2290
list-none-s,4,1000,1,12000,45180403,3765
list-none-s,8,1000,1,24000,261819601,10909
list-none-s,12,1000,1,36000,453896792,12608
list-none-s,16,1000,1,48000,1742659947,36305
list-none-s,24,1000,1,72000,1624295056,22559
