list-il-none,2,32,1,192,278284,1449,0
list-il-none,4,2,1,24,181412,7558,0
list-il-none,4,4,1,48,163229,3400,0
list-il-none,4,8,1,96,168513,1755,0
list-il-none,4,16,1,192,275752,1436,0
list-il-none,8,2,1,48,231221,4817,0
list-il-none,8,4,1,96,224455,2338,0
list-il-none,8,8,1,192,240436,1252,0
list-il-none,8,16,1,384,502516,1308,0
list-il-none,12,2,1,72,347416,4825,0
list-il-none,12,4,1,144,344375,2391,0
list-il-none,12,8,1,288,402616,1397,0
list-il-none,12,16,1,576,665780,1155,0
list-dl-none,2,2,1,12,137340,11445,0
list-dl-none,2,4,1,24,134218,5592,0
list-dl-none,2,8,1,48,129103,2689,0
list-dl-none,2,16,1,96,198876,2071,0
list-dl-none,2,32,1,192,294477,1533,0
list-dl-none,4,2,1,24,112766,4698,0
list-dl-none,4,4,1,48,138192,2879,0
list-dl-none,4,8,1,96,202385,2108,0
list-dl-none,4,16,1,192,227300,1183,0
list-dl-none,8,2,1,48,195689,4076,0
list-dl-none,8,4,1,96,221924,2311,0
list-dl-none,8,8,1,192,277078,1443,0
list-dl-none,8,16,1,384,403593,1051,0
list-dl-none,12,2,1,72,382735,5315,0
list-dl-none,12,4,1,144,373397,2593,0
list-dl-none,12,8,1,288,376154,1306,0
list-dl-none,12,16,1,576,590439,1025,0
list-id-none,1,1,4,3,138248,46082,0
list-id-none,1,2,4,6,127028,21171,0
list-id-none,1,4,4,12,65373,5447,0
list-id-none,1,8,4,24,124758,5198,0
list-id-none,1,16,4,48,105708,2202,0
list-id-none,4,1,4,12,161752,13479,0
list-id-none,4,2,4,24,182322,7596,0
list-id-none,4,4,4,48,119723,2494,0
list-id-none,4,8,4,96,177529,1849,0
list-id-none,4,16,4,192,173232,902,0
list-id-none,8,1,4,24,227118,9463,0
list-id-none,8,2,4,48,217465,4530,0
list-id-none,8,4,4,96,257472,2682,0
list-id-none,8,8,4,192,275262,1433,0
list-id-none,8,16,4,384,276562,720,0
list-id-none,12,1,4,36,411417,11428,0
list-id-none,12,2,4,72,362361,5032,0
list-id-none,12,4,4,144,309683,2150,0
list-id-none,12,8,4,288,349446,1213,0
list-id-none,12,16,4,576,296585,514,0
list-id-none,16,1,4,48,482608,10054,0
list-id-none,16,2,4,96,461538,4807,0
list-id-none,16,4,4,192,441432,2299,0
list-id-none,16,8,4,384,485165,1263,0
list-id-none,16,16,4,768,417820,544,0
list-id-m,1,10,4,30,104709,3490,76
list-id-m,1,20,4,60,106815,1780,52
list-id-m,1,40,4,120,127406,1061,43
list-id-m,1,80,4,240,160511,668,38
list-id-m,4,10,4,120,195785,1631,783
list-id-m,4,20,4,240,274545,1143,832
list-id-m,4,40,4,480,511430,1065,1453
list-id-m,4,80,4,960,753799,785,1130
list-id-m,8,10,4,240,349420,1455,3016
list-id-m,8,20,4,480,448152,933,2092
list-id-m,8,40,4,960,858672,894,3240
list-id-m,8,80,4,1920,1742477,907,4091
list-id-m,12,10,4,360,364048,1011,572
list-id-m,12,20,4,720,637000,884,4163
list-id-m,12,40,4,1440,1110760,771,4672
list-id-m,12,80,4,2880,2460432,854,6616
list-id-m,16,10,4,480,462835,964,1502
list-id-m,16,20,4,960,2252638,2346,1846
list-id-m,16,40,4,1920,1678418,874,8334
list-id-m,16,80,4,3840,3565939,928,10588
list-id-s,1,10,4,30,156042,5201,0
list-id-s,1,20,4,60,157437,2623,0
list-id-s,1,40,4,120,100468,837,0
list-id-s,1,80,4,240,180533,752,0
list-id-s,4,10,4,120,163743,1364,0
list-id-s,4,20,4,240,200313,834,0
list-id-s,4,40,4,480,315128,656,0
list-id-s,4,80,4,960,630331,656,0
list-id-s,8,10,4,240,243138,1013,0
list-id-s,8,20,4,480,322709,672,0
list-id-s,8,40,4,960,600117,625,0
list-id-s,8,80,4,1920,1371320,714,0
list-id-s,12,10,4,360,349280,970,0
list-id-s,12,20,4,720,419238,582,0
list-id-s,12,40,4,1440,708325,491,0
list-id-s,12,80,4,2880,2451258,851,0
list-id-s,16,10,4,480,8286922,17264,0
list-id-s,16,20,4,960,673501,701,0
list-id-s,16,40,4,1920,1640626,854,0
list-id-s,16,80,4,3840,3652478,951,0
list-i-m,12,32,1,1152,2374133,2060,17513
list-d-m,12,32,1,1152,1786561,1550,8918
list-il-m,12,32,1,1152,8981573,7796,57720
list-dl-m,12,32,1,1152,7749893,6727,44634
list-i-s,12,32,1,1152,1299634,1128,0
list-d-s,12,32,1,1152,1497137,1299,0
list-il-s,12,32,1,1152,7332417,6364,0
list-dl-s,12,32,1,1152,6023817,5229,0
list-none-none,1,1000,1,3000,3771203,1257,0
list-none-m,1,1000,1,3000,4058869,1352,35
list-none-m,2,1000,1,6000,22388669,3731,3718
list-none-m,4,1000,1,12000,86609424,7217,20616
list-none-m,8,1000,1,24000,392970749,16373,107554
list-none-m,12,1000,1,36000,845239649,23478,225470
list-none-m,16,1000,1,48000,1671719804,34827,442597
list-none-m,24,1000,1,72000,-415826881,53876,1056774
list-none-s,1,1000,1,3000,3875184,1291,0
list-none-s,2,1000,1,6000,9858920,1643,0
list-none-s,4,1000,1,12000,26258867,2188,0
list-none-s,8,1000,1,24000,300267643,12511,0
list-none-s,12,1000,1,36000,672461333,18679,0
list-none-s,16,1000,1,48000,1221833065,25454,0
list-none-s,24,1000,1,72000,1570767532,21816,0
list-none-m,1,1000,4,3000,1355703,451,35
list-none-m,2,1000,4,6000,10139160,1689,955
list-none-m,4,1000,4,12000,18949207,1579,3016
list-none-m,8,1000,4,24000,52948926,2206,11449
list-none-m,12,1000,4,36000,111889864,3108,27281
list-none-m,1,1000,8,3000,874985,291,37
list-none-m,2,1000,8,6000,6224110,1037,483
list-none-m,4,1000,8,12000,10551403,879,1262
list-none-m,8,1000,8,24000,25635403,1068,4261
list-none-m,12,1000,8,36000,43662028,1212,8613
list-none-m,1,1000,16,3000,655363,218,39
list-none-m,2,1000,16,6000,4347886,724,299
list-none-m,4,1000,16,12000,6516844,543,614
list-none-m,8,1000,16,24000,10963006,456,1377
list-none-m,12,1000,16,36000,19388757,538,2894
list-none-s,1,1000,4,3000,1102337,367,0
list-none-s,2,1000,4,6000,11387720,1897,0
list-none-s,4,1000,4,12000,23569471,1964,0
list-none-s,8,1000,4,24000,48226643,2009,0
list-none-s,12,1000,4,36000,100594523,2794,0
list-none-s,1,1000,8,3000,770008,256,0
list-none-s,2,1000,8,6000,6375213,1062,0
list-none-s,4,1000,8,12000,10607156,883,0
list-none-s,8,1000,8,24000,18473430,769,0
list-none-s,12,1000,8,36000,34510488,958,0
list-none-s,1,1000,16,3000,491636,163,0
list-none-s,2,1000,16,6000,3732771,622,0
list-none-s,4,1000,16,12000,5765027,480,0
list-none-s,8,1000,16,24000,8829632,367,0
list-none-s,12,1000,16,36000,14191067,394,0
